eid,dataset,title,text,text_size,text_length,text_word_count,bertsum_quality,refresh_quality,bert_qa_quality,bertsum,refresh,bert_qa
166,Amazon,,"Flipping through the pages of Writer's Digest at a local bookstore, I found some of its content to be particularly useful and interesting, especially those on the trade of writing that could benefit the novice writer. So I decided to subscribe to the magazine and it was only then that I realise that problems do persist in this seemmingly wholesome and helpful magazine. Since I have subscribed online directly through WD's website in Jan 2005, I have received only a few issues. In the first few months for almost half a year, I received no issues at all. It was only later then when I e-mailed them did they manage to get some issues through to me. The annoying thing is that even though I have e-mailed WD a few times on this problem, they would reply apologetically saying that they will extend my subsription. How does this tackle the root of the problem? If they could not have assured its overseas subscribers a consistent service, they should not have offered an 'overseas subscribers' option. Ironically, I received their letter asking for a renewal of my subscription recently with my home address clearly printed on the front of the letter.Logistic problems aside, the magazine does have its plus points. In the issues, there are useful tips for writers not simply on the craft of writing, but also on the business and spiritual aspect of the writing process as well. Occasional issues also features insights into the lives of authors to give us an idea of how and where they work, their opinions on life and the areas from which they derive their inspiration. All this from a range of authors from a range of genres. Essentially, the business of writing is also not left out.However, the magazine is not one fraught without problems. The problem with WD is that the information presented to readers is too limited and scattered. Each article though containing valuable tips on writing, does not have enough depth to really improve the work of authors if they are really implemented. In addition, because of its range, it also does not provide what some writers really want consistently, which can be a waste of time for them to read if they are subscribers. Sometimes, it does seem that the magazine is purposely limiting the information that they give to readers in order to encourage further buying of future issues. This for example, can be seen in the amount of publishers' addresses that they offer. At most, each specific article on a particular topic contains on average 7-10 addresses. There is nothing wrong with this, but why would an author want to waste his time to have bits and pieces of such information when he can just purchase a Writer's market collection of publishers(and agencies) addresses collected into one? And ironically again, the same company does publish a 'Writer's Market' collection which is of excellent quality annually.That said, the same problem - the lack of information and depth, is also seen in the advice and tips it gives as well. To make matters worse, every issue is usually cluttered with a plethora of advertisements that can be frustrating to readers at times. Writers want to organise their time and information, not add on to it. If you want are thinking of subscribing to WD, do consider the alternatives that are currently available. Writing is a craft that requires more common sense and acumen than many would like to think. However, if you are not particularly concerned with little information fed to you in slower dozes or are not too worried about a little more untidiness in your life, than this magazine might be for you. But do your research first",long,3620,622,suboptimal,neutral,good,"In the issues , there are useful tips for writers not simply on the craft of writing , but also on the business and spiritual aspect of the writing process as well .<q>The problem with WD is that the information presented to readers is too limited and scattered .<q>If they could not have assured its overseas subscribers a consistent service , they should not have offered an 'overseas subscribers ' option .","All this from a range of authors from a range of genres .
Essentially , the business of writing is also not left out.However , the magazine is not one fraught without problems .
The problem with WD is that the information presented to readers is too limited and scattered .",the magazine is not one fraught without problems. The problem with WD is that the information presented to readers is too limited and scattered
169,Amazon,,"Besides pretty much knowing the ending shortly after the beginning, the movie is just dumb. The characters for the most part are flat, the twists are unbelievable, and everything in the story lacks any reality. The incredibly high tech bank is run on a rack of pc equipment, but somehow is now run remotely and all of the maintenance terminals are missing. As if the full rack of gear needs some green screens in order to work. Sorry. Then of course the hackers need to do a home invasion in order to get physical access to the system. Hmm. And then they take several days, only to stumble when the maintenance terminals are missing. So, in a flash of brilliance Harrison Ford rips out the scanning bar from an all in one printer and plugs it into an ipod. And then tapes it to the screen so that they can capture the screen output. Because everyone knows most people like to watch numbers scroll on the screen and there is no such thing as cat or pipes. But, if you believe you can pull some stuff out of a printer and click it into your ipod and suddenly have a portable text capture device, well i guess the rest of it makes sense. but then, the wireless video cameras all had fisheye lenses. which makes sense because there is a wireless toy car that takes all of them out temporarily, since it obviously uses the same frequency. which we know because in the beginning of the movie it causes huge interference on a computer screen. since after all, most computer screens connect to the pcs using a wireless transmitter. that cable you plug in the back is really just an antenna. and you will believe that only bad guys get hurt when automatic weapons spray buildings and older computer guys can beat the crud out of younger armed psychopathic criminals with british accents. And that there is great wireless coverage throughout the empty areas of washington state, so that you can drive in a car with your laptop and have constant internet access. so, what was there to like in the movie? hmm. it was consistent. nothing made much sense from the start to the end. oh, and one of the computer guys looked like he actually could be a computer guy. but of course he was killed for being nice. or in the way. or whatever.watch bladerunner for the 15th time instead.",long,2265,413,good,suboptimal,bad,"The incredibly high tech bank is run on a rack of pc equipment , but somehow is now run remotely and all of the maintenance terminals are missing .<q>So , in a flash of brilliance Harrison Ford rips out the scanning bar from an all in one printer and plugs it into an ipod .<q>which we know because in the beginning of the movie it causes huge interference on a computer screen .","The incredibly high tech bank is run on a rack of pc equipment , but somehow is now run remotely and all of the maintenance terminals are missing .
As if the full rack of gear needs some green screens in order to work .
Then of course the hackers need to do a home invasion in order to get physical access to the system .",everything in the story lacks any reality
171,Amazon,,"This movie had great reviews, so I was eager to watch it, but threw it in the trash afterwards. Sadly, this is an example of historical revisionism, not a ""true story."" I'd give it zero stars if that were possible.The real Tisquantum (nicknamed Squanto) was an adolescent, not a married young man, when kidnapped by Spanish, not English, slave traders. He was purchased on the slave block by monks, who taught him the Spanish language and the Christian faith. He lived with them for five years, until they secured a home for him with an English family in London. In England Squanto learned a second language, English, and waited another five years until he found passage back to North America. When he finally arrived home, he found his tribe completely wiped out from disease (they had no immunity to pathogens picked up accidently from the Europeans) -- that one bit the movie did correctly report -- and in his sorrow went to live in seclusion in the wilderness near his tribal village.  A year or so later, Samoset found him, told him of the Pilgrims who'd settled in his village, and encouraged him to meet with them. There was no near-war between Pilgrim and Native American hostile to them (hostilities did happen, but later); no chief's son who was saved from death by the joint actions of a European doctor and American Medicine Man. It just didn't happen the way this movie depicts.Instead, the Pilgrims were amazed that Squanto spoke English. According to their records, he welcomed them, and he taught this group of non-farmers how to survive. The Pilgrims had lost huge numbers from the deadly winter, but with his help the group flourished. They also indicated he embraced the Christian faith.This film skips over all this completely, and adds in terrible material such as being thrown in a pit to fight a bear for the entertainment of the British population. Not only did that never happen to Squanto, there's no record that any Native Americans were treated that way in Europe.This isn't to say that the Native Americans weren't abused by Europeans -- they were, and much of the relations between them were poor. But that sad truth doesn't justify completely re-writing Sqanto's story just to prove some kind of point.Sometimes filmmakers are flexible with history for the purposes of creating a more exciting story (frankly, much of human history is kind of boring). But I wish they hadn't changed this one. The true story is exciting enough; perhaps someday Squanto's real story will be filmed",long,2511,428,neutral,neutral,good,"He was purchased on the slave block by monks , who taught him the Spanish language and the Christian faith .<q>Not only did that never happen to Squanto , there 's no record that any Native Americans were treated that way in Europe.This is n't to say that the Native Americans were n't abused by Europeans -- they were , and much of the relations between them were poor .<q>In England Squanto learned a second language , English , and waited another five years until he found passage back to North America .","Sadly , this is an example of historical revisionism , not a `` true story . ''
He lived with them for five years , until they secured a home for him with an English family in London .
In England Squanto learned a second language , English , and waited another five years until he found passage back to North America .",This movie
172,Amazon,,"..of little teenage white girls trying to sound like thirty-year-old black women.  First it was Britney Spears, then it was Christina Aguilera, now it's Joss Stone.  The former at least have something going for them; Britney's first album had catchy beats, and even though Aguilera's style is incredibly trashy, she does have enormous vocal power and range if she would only stop trying so hard.Try as I might, though, I just don't understand the appeal of Joss Stone.  I didn't buy this album; a friend of mine likes it and I've had to listen to it enough times to want to rip my ears right out of my head.  I don't see what is fresh or original about ripping off Janis Joplin and the generally much more talented black soul singers.  Maybe it's the Rick Astley effect: you don't expect THAT voice coming out of THAT face.  You don't expect a squinty little teenaged blonde to growl and screech like a deranged cat.  But that effect can only take you so far, as Rick Astley himself found out. This album is not only an unpleasant listening experience because of the stupid songs (""Dirty Man"" basically just repeats ""You're a dirty man..."" with very minor variations, along with a great deal of unnecessary caterwauling) and the nails-down-a-chalkboard voice of Stone herself - it's a depressing reminder of how low our culture has sunk, when it can't come up with any culture based on its own heritage but slavishly copycats things from another culture that seems more ""cool"".  Stone, like Aguilera and Spears, tries to sing like an older black woman, a woman with soul - an Aretha Franklin or a Gloria Gaynor.  But Stone et al. sound like little girls clattering around in grown-up shoes.  They haven't been alive long enough to live similar experiences of the women they are trying to imitate.  Their singing rings hollow to me, show-offy and fake.Stone could rival Aguilera in shameless and unnecessary vocal theatrics, though she has nowhere near Aguilera's sweetness or range.  Her voice might be described as ""smoky"" by some; to me it sounds gravelly, sandpapery, and as pleasant as scraping your knees on asphalt. I don't understand why anyone in the right mind would willingly put themselves through the ordeal of listening to this CD, much less enjoy it.  I guess fake is good enough for some people.  It makes me chuckle, though, to hear people rave about her voice as ""authentic"".   If you're looking for soul, try Macy Gray.  She's for real.  Try the hugely talented but woefully ignored Tasmin Archer and Karen Rodriguez.  Those are fresh, authentic voices that will make you realize what a load of bollocks Joss Stone and her ilk truly are.The only white woman I have ever heard who could sing like she was black was Linda Ronstadt.  Go back and listen to a Ronstadt classic like ""Hurts So Bad"" and compare it to this modern-day drivel.  Ronstadt sang with real feeling, real knowledge, real pain - worlds apart from this fake plastic imitation of soul that seems to be the rule and not the exception these days.  I gave this one star because there is no zero-stars option.  Joss Stone is just a musical Chav, an unconvincing shoplifter of another, better culture",long,3178,548,neutral,neutral,good,"..of little teenage white girls trying to sound like thirty-year-old black women .<q>First it was Britney Spears , then it was Christina Aguilera , now it 's Joss Stone .<q>I do n't see what is fresh or original about ripping off Janis Joplin and the generally much more talented black soul singers .","of little teenage white girls trying to sound like thirty-year-old black women .
Stone , like Aguilera and Spears , tries to sing like an older black woman , a woman with soul - an Aretha Franklin or a Gloria Gaynor .
They have n't been alive long enough to live similar experiences of the women they are trying to imitate .",I didn't buy this album; a friend of mine likes it
173,Amazon,,"Director:  Turi MeyerCast:  Tony Todd, Donna D'Errico, Alexia Robinson, Jsu Garcia, Mark Adair-Rios, Lupe Ontiveros, Elizabeth Guber, Rena Riffel, Ernie Hudson Jr.Running Time:  93 minutesRated R for bloody violence and gore, sexuality and language.The third in the series derived from a concept by Clive Barker, ""Day of the Dead"" (they can't even come up with their own subtitle) staggers down the well-trodden path already navigated by the ""Halloween"" and ""Nightmare on Elm Street"" movies: that is, taking a decent concept and flushing it down the toilet. The original movie was a near horror masterpiece and relied on atmosphere rather than gore, while the first sequel was bearable if completely routine. This one is just a load of rubbish.  Donna D'Errico, from Baywatch (what a spectacle of credibility), stars as Caroline McKeever, the great great granddaughter of the feared Candyman (Tony Todd once again), once a normal man but now an apparition who appears to slaughter everyone around you if you dare to say his name five times in front of a mirror.  Caroline says his name five times in front of a mirror and up he pops to murder her nearest and dearest. As the Candyman hacks his way through various bad actors, Caroline teams up with new pal David (Nick Corri) to find a collection of paintings knocked up by the Candyman while he was still alive, which may hold the key to stopping him. There's not a single thing here that isn't scavenged from the first ""Candyman"" film and every other ropy horror movie produced since caveman days. The screenplay is so lazy it can't even be bothered to connect half the characters to the plot, the photography is bright and glossy, which is at odds with what's supposed to be a dark story, while nothing in the direction adds any atmosphere at all. Anyone could have directed this movie, so little effort has been put in to make it scary, while the ending is an outrageous cop out. No thought has gone in to developing themes or structuring the plot because no one here is talented enough to give this movie any depth beyond having D'Errico running around in a variety of tight vests.  The rest of the performances are poor too, although none are quite as bad as D'Errico's pathetic attempts at screaming and breathing erratically.  Surely more can be done with characters like the Candyman than the constant repetition of scenes where he appears to stick his hook through someone's stomach.  The fact that the makers of this movie think Candyman is so terrifying that the very sight of him just standing there will strike fear into our hearts is a sign that they just can't be bothered even to try something a bit different.  Clive Barker may not be the master of horror as every at first claimed him to be, but he's right about one thing: the sequels to his movies are garbage",long,2830,490,suboptimal,neutral,good,"Donna D'Errico , from Baywatch ( what a spectacle of credibility ) , stars as Caroline McKeever , the great great granddaughter of the feared Candyman ( Tony Todd once again ) , once a normal man but now an apparition who appears to slaughter everyone around you if you dare to say his name five times in front of a mirror .<q>The original movie was a near horror masterpiece and relied on atmosphere rather than gore , while the first sequel was bearable if completely routine .<q>The screenplay is so lazy it ca n't even be bothered to connect half the characters to the plot , the photography is bright and glossy , which is at odds with what 's supposed to be a dark story , while nothing in the direction adds any atmosphere at all .","This one is just a load of rubbish .
Caroline says his name five times in front of a mirror and up he pops to murder her nearest and dearest .
There 's not a single thing here that is n't scavenged from the first `` Candyman '' film and every other ropy horror movie produced since caveman days .",The original movie was a near horror masterpiece
174,Amazon,,"Years of trusting Chicago Cutlery went down the drain with this purchase.How the company could risk its reputation for quality by putting out such a poor product is beyond me.  The wood knife holder is fine.  The handles are smooth and well finished. The knife blades are a complete and total disaster.  The so-called ""STAINLESS"" steel is really a poor quality carbon steel.  I have the distinct feeling that my set was unfinished, as the serrated edges were so rough that slicing meats or even a tomato ended up with a tearing of the food.  I finally used a sharpener to take the unfinished edges down a little.  That worked, but seems dumb that they came out of the factory unfinished.The blades are very heavy whch may seem like a feature, but because the serrations are only on one side, when you try to cut, the angle of the blade edge causes the blade to turn , and prevents even cuts.The worst part, is the rust.  I note that after I bought the item, the term ""hand wash"" was added to the descriptive copy.  Even hand washing and drying did not prevent rust, and then of course, if the rust is allowed to remain for any time... pitting takes place.My wife bought the set at Christmas from Kmart... supposedly a $59.95 value for $29.95.  Hey... I was happy... a set of Chicago, at a great price.  Not to be... I have thrown away the original box, but don't recall anything on the box or the descriptive card that was included that said the set was imported from China.  Usually, when this is the case, the words ""made in China"" are imbedded in the blade.  Not so.  The blade has only the embossed ""Chicago"" brand.I used to work near the Chicago headquarters, and knew some of the workers, who had pride in their product. That was then, this is now... They say you get what you pay for.  In this case, I must tell you that I bought a similar set for our cabin, with a few less steak knives, but the same basic carving knives... no wood knife holder but a nice wood cutting board.  The set doesn't rust, cuts better, and the best part is that it had a day in, day out price of a flat $8.00.  The stamped brand was ""Gourmet Traditions"", and the ""made in China"" stamp WAS on the blade.We gave our ""Classic"" set away to Goodwill, with a warning that it wasn't worth more than $5-8.00""Chicago Cutlery"" made an enemy of me...  You can only trade on a magnificent reputation 'til your old customers catch on.",long,2406,442,suboptimal,good,neutral,"The set does n't rust , cuts better , and the best part is that it had a day in , day out price of a flat $ 8.00 .<q>The so-called `` STAINLESS '' steel is really a poor quality carbon steel .<q>The wood knife holder is fine .","The knife blades are a complete and total disaster .
The so-called `` STAINLESS '' steel is really a poor quality carbon steel .
Usually , when this is the case , the words `` made in China '' are imbedded in the blade .",beyond me.
177,Amazon,,"I read in amazement the reviews that treat this album as if it was something crafted by great artists trying to make a statement of their art.  Far from that, this cacophony from John Lennon & Yoko Ono is unlistenable.  Anyone who describes Yoko's 26+ minutes of screeching and hacking like a shrew in her death-throes on ""Cambridge 1969"" as ""free-form jazz"" vocalizing is, at best, viewing this wretched performance through John Lennon's rose-coloured granny glasses; more likely, they are unwilling to admit that this and the other two albums like it (""Unfinished Music #1: Two Virgins"" and ""The Wedding Album"") are unmitigated garbage.  In short they are either dishonest or stupid!What?  The great John Lennon associated with something that is not pure greatness?  Time to wake up and admit the truth.  Much of the Lennon-as-God myth-making that has built up since his murder denies the fact that he put out a lot of sub-par crap while he was alive (Don't believe me?  Check out ""Sometime In New York City"" and get back to me), and this, along with the other two albums mentioned previously, is at the bottom of that barrel.John & Yoko tried to describe this as ""avant garde"" art at the time, but nothing could be further from the truth.  George Harrison, in his brief liner notes for the re-release of his 1969 album of electronic noodlings at the then-recently invented the Moog synthesizer, ""Electronic Sound,"" had a more honest assessment: ""Avant-Garde-A-Clue!""The rest of the tracks aren't worth much mention.  I mean the heartbeat of a soon-to-be miscarried child, two minutes of COMPLETE silence, several minutes of someone endlessly tuning a radio dial (there is never an instance of anything that can be recognised), more hideous screeching and chanting from Yoko, who also reads boring newspaper clippings in an annoying sing-songy voice.  Just unlistenable.If you are a completist, it is a missing puzzle piece worth having for only that reason.  If you are a fan looking for more of John's music, or wanting to discover his music for the first time, you will be disappointed, no, horrified by this waste of your money and time.  ""Zero Stars"" should be a possibility on Amazon, if only for this album.I do highly recommend this to anyone who wants someone to confess to a crime - just play this repeatedly and your quarry will confess to anything, anything, if only you'll stop playing this CD",long,2408,405,good,good,neutral,"Far from that , this cacophony from John Lennon & Yoko Ono is unlistenable .<q>Time to wake up and admit the truth .<q>Anyone who describes Yoko 's 26+ minutes of screeching and hacking like a shrew in her death-throes on `` Cambridge 1969 '' as `` free-form jazz '' vocalizing is , at best , viewing this wretched performance through John Lennon 's rose-coloured granny glasses ; more likely , they are unwilling to admit that this and the other two albums like it ( `` Unfinished Music # 1 : Two Virgins '' and `` The Wedding Album '' ) are unmitigated garbage .","Far from that , this cacophony from John Lennon & Yoko Ono is unlistenable .
Anyone who describes Yoko 's 26 + minutes of screeching and hacking like a shrew in her death-throes on `` Cambridge 1969 '' as `` free-form jazz '' vocalizing is , at best , viewing this wretched performance through John Lennon 's rose-coloured granny glasses ; more likely , they are unwilling to admit that this and the other two albums like it -LRB- `` Unfinished Music # 1 : Two Virgins '' and `` The Wedding Album '' -RRB- are unmitigated garbage .
The great John Lennon associated with something that is not pure greatness ?",I read in amazement
178,Amazon,,"I brought the DVD based on the core story line.  I love all werewolf movies hence it is extremely hard to make a werewolf movie I do not absolutely LOVE!  Full Eclipse manages to be a werewolf movie I absolutely hate with a passion.  I can handle lame sets, card-""bored"" actors \ acting, bad special effects, cheesey looking werewolves, innane campy over the top dialogue almost anything.  Sometimes bad werewolf movies like Wolfen among others end up being incredibly funny which make me like them immensely despite their downfalls.  Full Eclipse is dull bad as anything I have ever seen and is not one bit funny at any point along the way.Full Exclipse lame from start to blessed finish takes itself way way way too seriously to ever for a moment be the least bit funny.  Full Eclipse is trying desparately to be an action adventure flick but it never succeeds despite its many pathetic icreasingly lame attempts.  I never ended up liking any of the characters despite getting to know them.  Why these people did what they did was never fleshed out in ways that made me care about their mission.  Full Eclipse came across as a job for B actors and everyone dutifully showed up said their lines worked on the set, put a way lame BUT completed film in the can and promptly went home to gag in isolated shame at the things they did for money that day.What I can not abide however is a movie that holds itself out to be a werewolf movie that tries unsuccessfully to be more than just a slash and burn horror fest.  In a low budget werewolf movie you don't need lots of intense background build up on the characters you just want to see liberial doses of blood, gore and entrails spead all over the place.  This movie spends way too much time slowly plodding along calling itself developing the characters.  I gave the DVD one star because it did such a bad job of developing the characters depsite almost the entire film wasted in the effort.The real criminal in the making of Full Eclipse was the editor so much background stuff that should have ended up on the cutting room floor made the final cut into the film.  The pacing of the film was so slow it put me to sleep twice before I finally managed to see all of it.  Watching this werewolf flick was profound torture and I love most werewolf flicks.  The full blooded dude to werewolf conversion in this movie was on the best I have seen but even that could not save this movie.Full Eclipse suffers from being BORING BEYOND ALL WORDS which is the one cardinal sin I will not forgive in a werewolf movie.  Given the chosen path this Werewolf movie had staked out, even I could have made a far more exciting satisfying movie than what was slapped together in Full Eclipse.  Full Eclipse is not bad HA HA is is bad... Snore Fest - ZZZZZZZZZZZZZZZZZZZZ wake me up when it is over.  If I had a choice between watching this movie again and getting a root canal I'd be off to the dentist Office with a Big Toothy Wolflike grin with hugs for my dentist for his kindness.Full Eclipse is painfully slow so bad that when my office has its annual DVD and Book Give away for charity I intend to offer Full Eclipse up for sacrafice.  Full Eclipse is so bad I honestly do not want it in my collection and I rather pride myself on having most werewolf movies.  Full Eclipse was so bad however it is one Werewolf movie I will brag about not having in my huge collection.  If I could give Full Eclipse a less than one star rating I would.  I have rarely been more disappointed by a werewolf movie.  Dog Soldiers among others is much better choice than this mess",long,3595,659,good,good,neutral,Full Eclipse manages to be a werewolf movie I absolutely hate with a passion .<q>Full Eclipse is trying desparately to be an action adventure flick but it never succeeds despite its many pathetic icreasingly lame attempts .<q>I brought the DVD based on the core story line .,"Full Eclipse manages to be a werewolf movie I absolutely hate with a passion .
Full Eclipse is trying desparately to be an action adventure flick but it never succeeds despite its many pathetic icreasingly lame attempts .
Full Eclipse is not bad HA HA is is bad ... Snore Fest - ZZZZZZZZZZZZZZZZZZZZ wake me up when it is over .",Full Eclipse
180,Amazon,,"I wish there was a - rating system, I would rate this at - 10 stars, the only good thing about this movie is John Digweed (he shows up at the end of the movie for 2 minutes) and Bedrocks Heaven Scent. It was such a burden having to watch this whole movie, first of all the acting is horrible and waaaaaaay overdone; Pretentious is the word. The acting was like watching those kids candy commercials were there's all these skateboarders and ""extreme"" sports figures doing tricks to advertise the candy product. Then theres all these gay love scenes, of which I found very unnecessary. If this movie shows what the rave scene really is, I feel sorry for ravers, fortunately this is not what raving is all about. This story shows a corporate-underground (hmmm those two words shouldnt be together, should they? Well they do in this movie) rave, you have the party planner sending e-mails to all these yuppys to let them know where the party is, then theres the ""going to the party"" thing, the wharehouse blah blah blah. Trying to look like a real rave, but the last I knew raves werent sponsored by Levis or Starbucks!! Then you have all these horrible actors trying to act like there all high on ecstasy, they just over do it, its like watching your granny trying to act like she's drunk. Then theirs the dj's who act like their mixing by grabbing records, putting them on the turntable and cranking up the crossfader, any dj knows its not that simple. I'm not trying to disrespect the dj's, I bet John Digweed did a tiny part in this movie because the he probably got ditched by a club owner that didnt pay him for a gig and he needed the money to get back home. Part of the movie is about this ""raver-couple"" who met each other like 2 days ago and are getting married, their ""love"" being completely influenced after using ecstasy (the love drug) and the dudes brother who is a complete pretentious nerd. The raver dude all the sudden is kissing another dude who is supposed to be the official rave massage guy!! I mean WTF?!!! Then his brother (pret. nerd) gets a hold on some E, of course he's never done any kind of narcotics or substance before, and he starts tripping and turns into a complete fool, he meets a chick who is supposed to be a veteran raver and she tries to guide him around his trip, then at the party he invites everyone for breakfest at his house, of course that doesnt happen because he didnt really like the people, he was just E happy. Thank God theres and end to the movie, and at the end you get to see Digweed playing heaven scent, thats the only good part of the movie and it lasts like 2 minutes. Oh I forgto to mention the ""police bust"". The police arrive at the party and the party organizer talks his way and gets a sngle cop to leave without checking any paper work or permit for the party, then later on the copps arrive and shut the party down in a raid like fashion, but guess what? No one gets arrested and the sound equipment doesnt get confiscated, the cops just run in the warehouse and run everybody out. Of course the nature of this movie wouldnt just let the people go home and stop filming this atrocity, NOOOOOOOOOOOOOOOOO, the people go back to the warehouse, break the police lock and continue the party from where they left off. Totally unreal. The raver-couple chick see her boyfriend kissing the massage guy and runs to the bathroom to cry, her boyfriend follows her and tells her that he's not gay, and of course they get back together and go back dancing, then when the partys done the raver-couple dude sees the massage guy and tells him ""I'm not gay"" and the massage dude replies ""Nah, me neither"". I hope you got an idea of how bad the movie is by this review, I got a headache writing it.",long,3744,694,good,suboptimal,neutral,"Part of the movie is about this `` raver-couple '' who met each other like 2 days ago and are getting married , their `` love '' being completely influenced after using ecstasy ( the love drug ) and the dudes brother who is a complete pretentious nerd .<q>If this movie shows what the rave scene really is , I feel sorry for ravers , fortunately this is not what raving is all about .<q>Then theres all these gay love scenes , of which I found very unnecessary .","The acting was like watching those kids candy commercials were there 's all these skateboarders and `` extreme '' sports figures doing tricks to advertise the candy product .
If this movie shows what the rave scene really is , I feel sorry for ravers , fortunately this is not what raving is all about .
The raver dude all the sudden is kissing another dude who is supposed to be the official rave massage guy !!",I got a headache writing it
181,Amazon,,"If it weren't for the cover photo and Stewart's name on the CD cover, ""Still the Same...Great Rock Classics of Our Time"" could pass for a Ronco collection of oldies as performed by sound-alike artists. The title alone is enough to suggest a cheap, lazy and monetary-based package. The content does nothing to alleviate this impression, either. I could say that this is the last straw, but Stewart established his artistic indifference decades ago, sometime around ""Do Ya Think I'm Sexy."" The truth nowadays is that Rod Stewart is to popular music what the interstate is to a road trip; bland, predictable, overly familiar and safer than the road less taken. Here is a guy who once fronted one of the best rock and roll bands of all time (Faces), and released gloriously eclectic and challenging solo albums. Sometime around 1974, though, the muse left him, or maybe the creativity of Ronnie Lane and Ronnie Wood are what left. Once his affiliation with that band became history, so did Stewart's sense of artistry. Ever since, he has been shilling second-rate material to an audience that demands virtually nothing from him. As a consequence, that is more or less exactly what he has offered in return. The less demanding his material, the more that some people seem to love it. It's a formula that works great for the man, and I don't want to begrudge him any of his fame or fortune. McDonalds sells a lot of hamburgers, Budweiser sells a lot of beer, and Rod Stewart sells a lot of records. All of them manage to do this by extracting `flavor' from the ingredients list and avoiding anything else that could make their product distinctive.  If you think that Stewart's collections featuring songs from the great American songbook were brilliant, then of course you will enjoy an album where he carbon copies rock artists who once may have been copying him. At least Sam Cooke preceded Stewart and could provide genuine inspiration, but Bonnie frikkin' Tyler's ""It's a Heartache?"" It's more like a travesty. If you feel compelled to defend this collection, then please tell me what Stewart adds to John Fogerty, Bob Seger, and Elvin Bishop's material? Is there one good reason on God's green earth why you would prefer Stewart's connect-the-dots cover of ""Day After Day"" over Badfinger's beautiful original version? He sounds like a bad jukebox in a biker bar. I am telling you that this record sucks, but you probably think I'm being elitist, so go ahead. Next time you're buying Cheerios at K-Mart, pick up a copy. If the CD doesn't offend you, then you can get in queue to hear Stewart as he sings the phone book, too, but I for one will not be standing in that line.			D		Tom Rya",long,2684,466,good,neutral,neutral,"The truth nowadays is that Rod Stewart is to popular music what the interstate is to a road trip ; bland , predictable , overly familiar and safer than the road less taken .<q>Here is a guy who once fronted one of the best rock and roll bands of all time ( Faces ) , and released gloriously eclectic and challenging solo albums .<q>The less demanding his material , the more that some people seem to love it .","The title alone is enough to suggest a cheap , lazy and monetary-based package .
The truth nowadays is that Rod Stewart is to popular music what the interstate is to a road trip ; bland , predictable , overly familiar and safer than the road less taken .
Here is a guy who once fronted one of the best rock and roll bands of all time -LRB- Faces -RRB- , and released gloriously eclectic and challenging solo albums .","The title alone is enough to suggest a cheap, lazy and monetary-based package"
182,Amazon,,"This is a very mediocre Knights Kingdom set.  There's not much of interest going on here, and the small castle suffers from lazy design.The colorful Knights Of Morcia are back, once again fighting against Vladek, the black knight.  Two of the good knights make an appearance here (blue and purple), and we also get Vladek, a dark soldier, and a skeleton.  The minifigs are as charismatic as ever, each sporting his own unique expression.  Vladek and his henchman have that cute ""I'm evil"" Lego frown.  Our knights are outfitted with the usual accessories.  Swords and shields, and a black hatchet for the henchman.The scene is a small mountainside castle that is home to a large scorpion monster.  The creature is constructed from a mixture of regular and Technic parts, and he has hinged pieces for an articulated tail and pincers.  The blue knight is accompanied by his horse, who has a cute mini-catapult strapped to his side.The scorpion can fit into his den at the base of the castle, which has a front gate that can be raised and lowered.  High atop the tower is a mini-catapult and a thin boom crane with a small barred jail cell dangling precariously from it.  The rest of the castle is just walls, floors, and a staircase.  This castle is very fragile.  Mine fell apart several times while I was working on building it.  On the whole, the design just isn't all that great.  Handle with care, and play with care.  Colors are mostly black, dark gray, dark red, and brown.  This set has one of those nice walls with the barred window, and some signature Knights Kingdom battlement pieces.This set works as an addition to Vladek's Dark Fortress.  On its own, it's stunningly less impressive.  The good news is that a savvy Lego Maniac can take the castle parts and build a better castle with them.My verdict:  one thumb up for the scorpion monster (who can be added to your other Knights Kingdom adventures), one thumb down for the rest.  Could've been better.  My advice is to get Vladek's Dark Fortress.  It's more than worth the price of admission.  For those still hungering for more Knights Kingdom action after Vladek's fortress has been built and conquered, this set is better than nothing",long,2201,380,suboptimal,good,neutral,"This is a very mediocre Knights Kingdom set .<q>Two of the good knights make an appearance here ( blue and purple ) , and we also get Vladek , a dark soldier , and a skeleton .<q>There 's not much of interest going on here , and the small castle suffers from lazy design.The colorful Knights Of Morcia are back , once again fighting against Vladek , the black knight .","The minifigs are as charismatic as ever , each sporting his own unique expression .
Vladek and his henchman have that cute `` I 'm evil '' Lego frown .
Swords and shields , and a black hatchet for the henchman.The scene is a small mountainside castle that is home to a large scorpion monster .",There's not much of interest going on here
